strut_id,material_fraction,longest_gap_samples,flag,x_voxel,y_voxel,z_voxel
147,1.0,0,clear,553.2445000891051,108.90516986745192,26.70689438239755
148,1.0,0,clear,533.283388827758,69.57212500484113,46.54410013417318
149,1.0,0,clear,533.4842742314144,109.06027241668338,46.43485562819555
150,0.7419354838709677,3,clear,533.4521079398285,109.16968193618246,85.92350045444402
151,0.4838709677419355,11,uncertain_candidate,533.2512225361722,69.68153452434021,86.03274496042167
152,0.7419354838709677,8,clear,552.9270888378278,49.7276535094381,46.61508355448827
153,1.0,0,clear,592.4153742616235,49.526857930474314,46.647805889140734
154,1.0,0,clear,552.894922546242,49.83706302893719,86.10372838073677
155,0.0967741935483871,28,disconnected_candidate,592.3832079700377,49.6362674499734,86.13645071538926
156,0.16129032258064516,26,disconnected_candidate,553.0958079498981,89.32521044077947,85.99448387475911
157,1.0,0,clear,553.127974241484,89.21580092128035,46.50583904851058
158,0.25806451612903225,23,disconnected_candidate,553.2123337975191,109.01457938695103,66.19553920864601
159,0.25806451612903225,23,disconnected_candidate,553.011448393863,69.52643197510878,66.30478371462368
160,0.7741935483870968,7,clear,592.6162596652797,89.01500534231656,46.538561383163106
161,0.25806451612903225,23,disconnected_candidate,592.7006192213148,108.81378380798725,66.22826154329854
162,1.0,0,clear,592.5840933736938,89.12441486181567,86.02720620941163
163,0.9032258064516129,3,clear,572.7716742515538,69.37132942587732,46.576822468825675
164,0.22580645161290322,24,disconnected_candidate,592.4997338176587,69.325636396145,66.3375060492762
165,0.41935483870967744,17,uncertain_candidate,572.7395079599679,69.48073894537644,86.0654672950742
166,0.1935483870967742,25,disconnected_candidate,572.940393363624,108.9688863572187,85.95622278909653
167,0.8387096774193549,5,clear,572.9725596552099,108.85947683771957,46.46757796284801
168,1.0,0,clear,632.02018553304,69.01543129768208,26.88158355768013
169,1.0,0,clear,671.5084709568357,68.8146357187183,26.914305892332592
170,1.0,0,clear,671.7093563604919,108.30278313056056,26.805061386354964
171,1.0,0,clear,632.2210709366964,108.50357870952433,26.772339051702502
172,1.0,0,clear,612.2599596753494,69.17053384691354,46.609544803478165
173,0.967741935483871,1,clear,612.4608450790057,108.65868125875579,46.50030029750054
174,0.25806451612903225,23,disconnected_candidate,612.4286787874198,108.76809077825487,85.98894512374906
175,0.22580645161290322,24,disconnected_candidate,612.2277933837636,69.27994336641262,86.09818962972669
176,0.45161290322580644,17,uncertain_candidate,631.9036596854191,49.32606235151053,46.680528223793196
177,1.0,0,clear,671.3919451092148,49.12526677254674,46.71325055844566
178,0.8387096774193549,5,clear,631.8714933938334,49.43547187100961,86.16917305004172
179,0.03225806451612903,30,disconnected_candidate,671.359778817629,49.23467629204582,86.20189538469418
180,0.12903225806451613,27,disconnected_candidate,632.0723787974895,88.92361928285189,86.05992854406409
181,1.0,0,clear,632.1045450890753,88.81420976335278,46.5712837178156
182,0.22580645161290322,24,disconnected_candidate,632.1889046451105,108.61298822902344,66.26098387795099
183,0.22580645161290322,24,disconnected_candidate,631.9880192414544,69.12484081718121,66.37022838392866
184,0.5161290322580645,15,uncertain_candidate,671.5928305128709,88.61341418438899,46.604006052468
185,0.22580645161290322,24,disconnected_candidate,671.6771900689062,108.41219265005967,66.29370621260341
186,1.0,0,clear,671.5606642212852,88.72282370388811,86.0926508787165
187,0.5161290322580645,15,uncertain_candidate,651.748245099145,68.96973826794975,46.64226713813063
188,0.22580645161290322,24,disconnected_candidate,671.47630466525,68.92404523821742,66.40295071858107
189,0.1935483870967742,25,disconnected_candidate,651.7160788075593,69.07914778744887,86.13091196437912
190,0.22580645161290322,24,disconnected_candidate,651.9169642112154,108.56729519929112,86.02166745840145
191,0.7419354838709677,8,clear,651.9491305028012,108.457885679792,46.533022632152964
192,1.0,0,clear,710.9967563806315,68.61384013975452,26.947028226985058
193,0.9354838709677419,2,clear,750.4850418044272,68.41304456079072,26.979750561637523
194,1.0,0,clear,750.6859272080835,107.90119197263297,26.870506055659888
195,1.0,0,clear,711.1976417842877,108.10198755159676,26.837783721007426
196,0.5483870967741935,14,uncertain_candidate,691.2365305229407,68.76894268898597,46.67498947278303
197,0.45161290322580644,17,uncertain_candidate,691.4374159265969,108.25709010082822,46.565744966805404
198,0.2903225806451613,22,uncertain_candidate,691.4052496350112,108.36649962032733,86.05438979305393
199,0.1935483870967742,25,disconnected_candidate,691.2043642313549,68.87835220848505,86.16363429903156
200,0.0,31,missing_candidate,770.2131013705321,68.36735153105839,46.74043414208802
201,0.0,31,missing_candidate,770.4139867741884,107.85549894290064,46.631189636110385
202,0.0,31,missing_candidate,770.1809350789463,68.47676105055747,86.22907896833654
203,0.0,31,missing_candidate,770.3818204826025,107.96490846239976,86.11983446235891
204,0.3225806451612903,21,uncertain_candidate,710.8802305330105,48.924471193582946,46.74597289309812
205,0.9032258064516129,3,clear,750.3685159568062,48.723675614619154,46.77869522775059
206,1.0,0,clear,710.8480642414247,49.03388071308203,86.23461771934664
207,0.0,31,missing_candidate,750.3363496652204,48.83308513411824,86.2673400539991
208,0.03225806451612903,30,disconnected_candidate,711.0489496450808,88.5220281249243,86.12537321336896
209,1.0,0,clear,711.0811159366667,88.4126186054252,46.63672838712046
210,0.25806451612903225,23,disconnected_candidate,711.165475492702,108.21139707109587,66.32642854725587
211,0.22580645161290322,24,disconnected_candidate,710.9645900890457,68.72324965925363,66.43567305323353
212,0.22580645161290322,24,disconnected_candidate,750.5694013604624,88.2118230264614,46.66945072177298
213,0.22580645161290322,24,disconnected_candidate,750.6537609164976,108.01060149213208,66.35915088190839
214,0.22580645161290322,24,disconnected_candidate,750.5372350688765,88.32123254596053,86.15809554802148
215,0.25806451612903225,23,disconnected_candidate,730.7248159467365,68.56814711002217,46.70771180743555
216,0.1935483870967742,25,disconnected_candidate,750.4528755128414,68.52245408028983,66.46839538788605
217,0.16129032258064516,26,disconnected_candidate,730.6926496551506,68.67755662952129,86.19635663368405
218,0.12903225806451613,27,disconnected_candidate,730.8935350588068,108.16570404136354,86.08711212770639
219,0.45161290322580644,17,uncertain_candidate,730.9257013503927,108.05629452186442,46.598467301457895
220,1.0,0,clear,79.58596040721267,150.80286422685964,26.20498186059031
221,1.0,0,clear,119.0742458310084,150.60206864789586,26.23770419524277
222,1.0,0,clear,119.27513123466463,190.09021605973817,26.128459689265142
223,1.0,0,clear,79.7868458108689,190.29101163870192,26.09573735461268
224,0.5806451612903226,5,uncertain_candidate,59.82573454952187,150.95796677609107,45.93294310638828
225,0.6451612903225806,11,clear,60.026619953178106,190.44611418793335,45.82369860041065
226,0.22580645161290322,17,disconnected_candidate,59.99445366159229,190.55552370743246,85.31234342665911
227,1.0,0,clear,59.793568257936066,151.06737629559018,85.42158793263678
228,1.0,0,clear,79.46943455959163,131.11349528068806,46.003926526703346
229,1.0,0,clear,118.95771998338739,130.91269970172425,46.03664886135581
230,0.8064516129032258,4,clear,79.43726826800584,131.22290480018717,85.49257135295184
231,1.0,0,clear,118.92555369180153,131.02210922122336,85.5252936876043
232,1.0,0,clear,79.638153671662,170.71105221202941,85.38332684697417
233,0.967741935483871,1,clear,79.67031996324783,170.6016426925303,45.89468202072568
234,1.0,0,clear,79.75467951928306,190.40042115820103,65.58438218086108
235,1.0,0,clear,79.55379411562683,150.91227374635872,65.69362668683871
236,1.0,0,clear,119.1586053870436,170.40084711356653,45.92740435537817
237,1.0,0,clear,119.24296494307879,190.19962557923725,65.61710451551357
238,0.9032258064516129,2,clear,119.12643909545776,170.51025663306564,85.41604918162668
239,1.0,0,clear,99.31401997331761,150.7571711971273,45.96566544104075
240,0.3225806451612903,21,uncertain_candidate,119.04207953942256,150.71147816739494,65.72634902149122
241,1.0,0,clear,99.28185368173177,150.8665807166264,85.45431026728924
242,1.0,0,clear,99.482739085388,190.3547281284687,85.34506576131162
243,1.0,0,clear,99.51490537697384,190.24531860896957,45.85642093506311
244,1.0,0,clear,158.5625312548041,150.40127306893206,26.270426529895232
245,1.0,0,clear,198.0508166785998,150.20047748996825,26.303148864547694
246,1.0,0,clear,198.25170208225603,189.68862490181056,26.193904358570066
247,1.0,0,clear,158.7634166584603,189.88942048077436,26.161182023917604
248,1.0,0,clear,138.80230539711334,150.5563756181635,45.99838777569323
249,1.0,0,clear,139.00319080076957,190.0445230300058,45.8891432697156
250,1.0,0,clear,138.97102450918374,190.15393254950487,85.37778809596406
251,1.0,0,clear,138.7701391055275,150.6657851376626,85.48703260194173
252,1.0,0,clear,158.44600540718307,130.71190412276047,46.0693711960083
253,1.0,0,clear,197.9342908309788,130.5111085437967,46.10209353066076
254,1.0,0,clear,158.41383911559723,130.82131364225958,85.5580160222568
255,1.0,0,clear,197.90212453939296,130.62051806329578,85.59073835690926
256,1.0,0,clear,158.61472451925349,170.30946105410186,85.44877151627912
257,1.0,0,clear,158.6468908108393,170.20005153460272,45.960126690030634
258,0.22580645161290322,24,disconnected_candidate,158.73125036687452,189.99883000027344,65.64982685016606
259,1.0,0,clear,158.53036496321826,150.51068258843117,65.75907135614369
260,1.0,0,clear,198.13517623463503,169.99925595563894,45.9928490246831
261,1.0,0,clear,198.21953579067025,189.79803442130964,65.68254918481853
262,0.8709677419354839,4,clear,198.10300994304922,170.10866547513805,85.4814938509316
263,1.0,0,clear,178.29059082090902,150.3555800391997,46.0311101103457
264,0.2903225806451613,22,uncertain_candidate,198.018650387014,150.3098870094674,65.79179369079617
265,1.0,0,clear,178.2584245293232,150.46498955869885,85.5197549365942
266,1.0,0,clear,178.45930993297947,189.9531369705411,85.41051043061657
267,1.0,0,clear,178.49147622456525,189.843727451042,45.921865604368065
268,1.0,0,clear,237.53910210239553,149.99968191100447,26.335871199200188
269,1.0,0,clear,277.0273875261912,149.7988863320407,26.36859353385265
270,1.0,0,clear,277.22827292984744,189.287033743883,26.259349027875018
271,1.0,0,clear,237.73998750605176,189.48782932284678,26.226626693222556
272,1.0,0,clear,217.7788762447048,150.15478446023593,46.06383244499816
273,1.0,0,clear,217.979761648361,189.64293187207824,45.954587939020534
274,1.0,0,clear,217.9475953567752,189.75234139157732,85.443232765269
275,0.9032258064516129,2,clear,217.74670995311897,150.264193979735,85.55247727124666
276,1.0,0,clear,237.4225762547745,130.31031296483292,46.13481586531322
277,1.0,0,clear,276.91086167857014,130.10951738586914,46.16753819996568
278,1.0,0,clear,237.3904099631887,130.419722484332,85.62346069156172
279,1.0,0,clear,276.8786953869844,130.21892690536822,85.65618302621418
280,1.0,0,clear,237.59129536684492,169.90786989617425,85.51421618558406
281,1.0,0,clear,237.62346165843076,169.79846037667517,46.02557135933559
282,0.25806451612903225,23,disconnected_candidate,237.70782121446592,189.59723884234586,65.715271519471
283,0.5161290322580645,12,uncertain_candidate,237.5069358108097,150.10909143050358,65.82451602544863
284,1.0,0,clear,277.11174708222643,169.5976647977114,46.058293693988055
285,0.45161290322580644,15,uncertain_candidate,277.1961066382616,189.39644326338208,65.74799385412345
286,1.0,0,clear,277.07958079064053,169.70707431721047,85.54693852023652
287,1.0,0,clear,257.2671616685004,149.95398888127215,46.09655477965065
288,0.25806451612903225,23,disconnected_candidate,276.99522123460537,149.90829585153978,65.85723836010109
289,1.0,0,clear,257.23499537691464,150.06339840077123,85.58519960589912
290,1.0,0,clear,257.43588078057087,189.55154581261354,85.47595509992149
291,1.0,0,clear,257.46804707215665,189.44213629311443,45.98731027367302
292,1.0,0,clear,316.5156729499869,149.59809075307692,26.40131586850511
293,1.0,0,clear,356.0039583737826,149.39729517411314,26.434038203157577
294,1.0,0,clear,356.20484377743884,188.8854425859554,26.324793697179945
295,1.0,0,clear,316.7165583536431,189.0862381649192,26.29207136252748
296,1.0,0,clear,296.7554470922961,149.75319330230835,46.129277114303086
297,1.0,0,clear,296.9563324959523,189.24134071415062,46.02003260832546
298,1.0,0,clear,296.92416620436654,189.35075023364973,85.50867743457393
299,0.6451612903225806,7,clear,296.7232808007103,149.86260282180746,85.61792194055158
300,1.0,0,clear,316.3991471023659,129.90872180690533,46.200260534618145
301,1.0,0,clear,355.8874325261616,129.70792622794153,46.232982869270614
302,1.0,0,clear,316.3669808107801,130.01813132640444,85.68890536086664
303,1.0,0,clear,355.85526623457577,129.81733574744067,85.7216276955191
304,1.0,0,clear,316.5678662144363,169.5062787382467,85.57966085488898
305,1.0,0,clear,316.6000325060221,169.39686921874758,46.09101602864052
306,0.25806451612903225,23,disconnected_candidate,316.6843920620573,189.1956476844183,65.78071618877593
307,0.2903225806451613,22,uncertain_candidate,316.4835066584011,149.707500272576,65.88996069475355
308,1.0,0,clear,356.08831792981783,169.19607363978378,46.12373836329301
309,0.3225806451612903,21,uncertain_candidate,356.17267748585306,188.9948521054545,65.81343852342842
310,1.0,0,clear,356.056151638232,169.30548315928291,85.61238318954148
311,1.0,0,clear,336.2437325160919,149.55239772334457,46.16199944895558
312,0.25806451612903225,23,disconnected_candidate,355.9717920821968,149.50670469361222,65.92268302940604
313,0.967741935483871,1,clear,336.2115662245061,149.66180724284368,85.65064427520404
314,0.8709677419354839,2,clear,336.41245162816233,189.14995465468598,85.54139976922642
315,1.0,0,clear,336.4446179197481,189.04054513518685,46.05275494297795
316,1.0,0,clear,395.4922437975783,149.19649959514933,26.46676053781004
317,1.0,0,clear,434.980529221374,148.99570401618553,26.49948287246253
318,1.0,0,clear,435.18141462503024,188.48385142802783,26.390238366484873
319,1.0,0,clear,395.6931292012345,188.6846470069916,26.35751603183241
320,1.0,0,clear,375.73201793988756,149.35160214438076,46.194721783608045
321,1.0,0,clear,375.9329033435438,188.83974955622304,46.08547727763041
322,1.0,0,clear,375.900737051958,188.94915907572215,85.5741221038789
323,0.967741935483871,1,clear,375.6998516483018,149.46101166387987,85.68336660985653
324,1.0,0,clear,395.3757179499573,129.50713064897775,46.265705203923076
325,1.0,0,clear,434.864003373753,129.30633507001397,46.29842753857557
326,1.0,0,clear,395.34355165837144,129.61654016847686,85.75435003017157
327,0.4838709677419355,9,uncertain_candidate,434.8318370821672,129.41574458951308,85.78707236482404
328,1.0,0,clear,395.54443706202767,169.1046875803191,85.645105524194
329,1.0,0,clear,395.5766033536135,168.99527806082,46.15646069794548
330,0.25806451612903225,23,disconnected_candidate,395.66096290964873,188.79405652649072,65.84616085808088
331,0.2903225806451613,22,uncertain_candidate,395.4600775059925,149.30590911464841,65.9554053640585
332,1.0,0,clear,435.06488877740924,168.79448248185622,46.18918303259794
333,0.2903225806451613,22,uncertain_candidate,435.14924833344446,188.59326094752694,65.87888319273334
334,1.0,0,clear,435.03272248582346,168.90389200135533,85.67782785884646
335,1.0,0,clear,415.22030336368323,149.15080656541699,46.22744411826051
336,0.22580645161290322,24,disconnected_candidate,434.94836292978823,149.10511353568464,65.98812769871097
337,0.8064516129032258,5,clear,415.18813707209745,149.2602160849161,85.71608894450902
338,0.5806451612903226,7,uncertain_candidate,415.3890224757537,188.7483634967584,85.6068444385314
339,1.0,0,clear,415.42118876733946,188.6389539772593,46.11819961228288
340,1.0,0,clear,474.4688146451698,148.79490843722175,26.53220520711499
341,1.0,0,clear,513.9571000689656,148.59411285825797,26.564927541767453
342,1.0,0,clear,514.1579854726217,188.08226027010025,26.455683035789797
343,1.0,0,clear,474.66970004882603,188.28305584906406,26.422960701137335
344,0.9354838709677419,2,clear,454.708588787479,148.9500109864532,46.260166452913
345,1.0,0,clear,454.90947419113525,188.43815839829549,46.150921946935334
346,0.9032258064516129,2,clear,454.87730789954946,188.5475679177946,85.63956677318383
347,0.7096774193548387,3,clear,454.67642249589323,149.05942050595232,85.74881127916146
348,1.0,0,clear,474.3522887975488,129.10553949105017,46.33114987322803
349,1.0,0,clear,513.8405742213446,128.90474391208636,46.36387220788049
350,1.0,0,clear,474.32012250596296,129.21494901054928,85.81979469947649
351,0.16129032258064516,26,disconnected_candidate,513.8084079297587,129.01415343158547,85.85251703412897
352,0.2903225806451613,14,uncertain_candidate,474.5210079096192,168.70309642239152,85.71055019349893
353,1.0,0,clear,474.553174201205,168.59368690289244,46.2219053672504
354,0.2903225806451613,22,uncertain_candidate,474.63753375724025,188.39246536856314,65.9116055273858
355,0.25806451612903225,23,disconnected_candidate,474.436648353584,148.90431795672083,66.02085003336343
356,0.9354838709677419,2,clear,514.0414596250007,168.39289132392867,46.25462770190286
357,0.2903225806451613,22,uncertain_candidate,514.1258191810359,188.19166978959936,65.94432786203826
358,1.0,0,clear,514.0092933334149,168.50230084342775,85.74327252815138
359,1.0,0,clear,494.19687421127475,148.7492154074894,46.29288878756543
360,0.25806451612903225,23,disconnected_candidate,513.9249337773797,148.70352237775705,66.05357236801589
361,0.8709677419354839,2,clear,494.1647079196889,148.8586249269885,85.78153361381396
362,0.2903225806451613,22,uncertain_candidate,494.36559332334514,188.34677233883082,85.67228910783632
363,1.0,0,clear,494.397759614931,188.2373628193317,46.1836442815878
364,1.0,0,clear,553.4453854927614,148.3933172792942,26.59764987641992
365,1.0,0,clear,592.933670916557,148.1925217003304,26.63037221107238
